# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:35:07.049148+00:00
key,label,value
return_1y,"Return, 1 year",0.160335
return_3y,"Return, 3 years",0.138866
return_5y,"Return, 5 years",0.106953
rank_3y,"Category rank, 3 years",41st of 44
worst_fall,Worst fall,-0.261589
volatility,Volatility,0.117626
fund_size,Fund size,874790000.00
ter,Expense ratio,0.5400
